Report Date:,11/9/2022 4:20:25 PM
Report User Name:,Jake
Report Computer Name:,FW20061-01
Application:,WinSitu.exe
Application Version:,5.7.8.0


Log File Properties
File Name,Soda Bay_Append_2022-11-03_10-09-26-282-BaroMerge.wsl
Create Date,11/9/2022 4:18:26 PM

Device Properties
Device,Rugged TROLL 200
Site,Adobe Creek
Device Name, 
Serial Number,628775
Firmware Version,1.04
Hardware Version,0
Device Address,1
Device Comm Cfg,19200,8,Even,1,(Modbus-RTU)
Used Memory,0
Used Battery,0

Log Configuration
,Log Name,Soda Bay
,Created By,Sarah
,Computer Name,L001
,Application,WinSitu.exe
,Application Version,5.7.5.6
,Create Date,12/13/2018 8:40:47 AM Pacific Standard Time
,Log Setup Time Zone,Pacific Standard Time
,Notes Size(bytes),4096
,Overwrite when full,Enabled
,Scheduled Start Time,12/13/2018 9:00:00 AM Pacific Standard Time
,Scheduled Stop Time,No Stop Time
,Type,Linear
 ,Interval,Days: 0 hrs: 00 mins: 15 secs: 00



Level Reference Settings At Log Creation
,        Level Measurement Mode,Depth
,              Specific Gravity,0.999


Other Log Settings
,Depth of Probe:,0.0251359 (ft)
,Head Pressure:,0.0108862 (PSI)
,Temperature:,21.3175 (C)



Log Notes:
Date and Time,Note
12/13/2018 8:40:53 AM ,Used Battery: 0% Used Memory: 6%   User Name: Sarah
12/21/2018 3:52:40 PM ,Log Download - Used Battery: 0% Used Memory: 6%   User Name: Sarah
3/24/2019 11:33:52 AM ,Log Download - Used Battery: 1% Used Memory: 15%   User Name: Sarah Interval -  Start Time: 12/21/2018 3:45:00 PM
12/3/2019 3:26:42 PM  ,Log Download - Used Battery: 7% Used Memory: 37%   User Name: sryan
1/25/2020 2:34:07 PM  ,Log Download - Used Battery: 8% Used Memory: 43%   User Name: sryan
4/18/2020 6:56:49 PM  ,Log Download - Used Battery: 10% Used Memory: 53%   User Name: sryan Interval -  Start Time: 1/25/2020 2:30:00 PM
5/21/2021 11:29:12 AM ,Log Download - Used Battery: 19% Used Memory: 90%   User Name: sryan Interval -  Start Time: 4/18/2020 6:45:00 PM
8/25/2021 8:43:29 AM  ,Log Download - Used Battery: 21% Used Memory: 100%   User Name: sryan Interval -  Start Time: 5/21/2021 11:15:00 AM
11/3/2021 7:59:32 AM  ,Log Download - Used Battery: 22% Used Memory: 100%   User Name: sryan Interval -  Start Time: 8/25/2021 8:30:00 AM
12/17/2021 2:22:37 PM ,Log Download - Used Battery: 23% Used Memory: 100%   User Name: sryan Interval -  Start Time: 11/3/2021 7:45:00 AM
2/2/2022 10:11:04 AM  ,Log Download - Used Battery: 24% Used Memory: 100%   User Name: sryan Interval -  Start Time: 12/17/2021 2:15:00 PM
5/2/2022 10:09:31 AM  ,Log Download - Used Battery: 26% Used Memory: 100%   User Name: Alix
5/3/2022 6:49:21 AM   ,Log Download - Used Battery: 26% Used Memory: 100%   User Name: Alix
5/3/2022 7:02:08 AM   ,Log Download - Used Battery: 26% Used Memory: 100%   User Name: Alix
5/3/2022 8:35:36 AM   ,Log Download - Used Battery: 26% Used Memory: 100%   User Name: sryan Interval -  Start Time: 2/2/2022 10:00:00 AM
8/3/2022 9:40:26 AM   ,Log Download - Used Battery: 28% Used Memory: 100%   User Name: Alix Interval -  Start Time: 5/1/2022 10:00:00 AM Stop Time: 8/3/2022 8:45:00 AM
11/3/2022 10:08:22 AM ,Log Download - Used Battery: 30% Used Memory: 100%   User Name: atyler Interval -  Start Time: 8/3/2022 8:30:00 AM
11/9/2022 4:18:26 PM  ,User Note: "Pressure & Level adjusted by baro data from: "Baro_Append_2022-11-03_10-12-18-925.wsl""


Log Data:
Record Count,17857

Sensors,1

 ,1,628775,Pressure/Temp PSIA (9m/30ft)

Time Zone: Pacific Daylight Time

,,Sensor: Pres(A) 30ft                    ,Sensor: Pres(A) 30ft                    ,Sensor: Pres(A) 30ft                    ,
,,SN#: 628775                             ,SN#: 628775                             ,SN#: 628775                             ,
,Elapsed Time,Corrected                               ,                                        ,Corrected                               ,
Date and Time,Seconds     ,Pressure (PSI)                          ,Temperature (C)                         ,Depth (ft)                              ,
5/3/2022 4:00:00 AM   ,  151200.000,                                   0.008,                                   5.255,                                   0.019,
5/3/2022 4:15:00 AM   ,  152100.000,                                  -0.001,                                   5.150,                                  -0.003,
5/3/2022 4:30:00 AM   ,  153000.000,                                   0.004,                                   5.097,                                   0.009,
5/3/2022 4:45:00 AM   ,  153900.000,                                   0.008,                                   5.044,                                   0.017,
5/3/2022 5:00:00 AM   ,  154800.000,                                  -0.003,                                   5.044,                                  -0.006,
5/3/2022 5:15:00 AM   ,  155700.000,                                   0.003,                                   4.885,                                   0.006,
5/3/2022 5:30:00 AM   ,  156600.000,                                   0.008,                                   4.726,                                   0.019,
5/3/2022 5:45:00 AM   ,  157500.000,                                   0.005,                                   4.620,                                   0.013,
5/3/2022 6:00:00 AM   ,  158400.000,                                   0.002,                                   4.460,                                   0.005,
5/3/2022 6:15:00 AM   ,  159300.000,                                   0.002,                                   4.407,                                   0.004,
5/3/2022 6:30:00 AM   ,  160200.000,                                   0.009,                                   4.301,                                   0.020,
5/3/2022 6:45:00 AM   ,  161100.000,                                   0.008,                                   4.301,                                   0.018,
5/3/2022 7:00:00 AM   ,  162000.000,                                   0.004,                                   4.407,                                   0.009,
5/3/2022 7:15:00 AM   ,  162900.000,                                   0.003,                                   4.566,                                   0.007,
5/3/2022 7:30:00 AM   ,  163800.000,                                   0.005,                                   4.726,                                   0.012,
5/3/2022 7:45:00 AM   ,  164700.000,                                   0.009,                                   5.097,                                   0.022,
5/3/2022 8:00:00 AM   ,  165600.000,                                   0.011,                                   5.520,                                   0.025,
5/3/2022 8:15:00 AM   ,  166500.000,                                   0.005,                                   5.995,                                   0.012,
5/3/2022 8:30:00 AM   ,  167400.000,                                   0.005,                                   6.522,                                   0.012,
5/3/2022 8:45:00 AM   ,  168300.000,                                   0.006,                                   7.048,                                   0.013,
5/3/2022 9:00:00 AM   ,  169200.000,                                   0.010,                                   7.572,                                   0.023,
5/3/2022 9:15:00 AM   ,  170100.000,                                   0.005,                                   8.043,                                   0.011,
5/3/2022 9:30:00 AM   ,  171000.000,                                   0.008,                                   8.461,                                   0.018,
5/3/2022 9:45:00 AM   ,  171900.000,                                   0.008,                                   8.879,                                   0.019,
5/3/2022 10:00:00 AM  ,  172800.000,                                   0.010,                                   9.347,                                   0.023,
5/3/2022 10:15:00 AM  ,  173700.000,                                   0.008,                                   9.763,                                   0.018,
5/3/2022 10:30:00 AM  ,  174600.000,                                   0.000,                                   9.971,                                   0.001,
5/3/2022 10:45:00 AM  ,  175500.000,                                   0.015,                                  10.230,                                   0.035,
5/3/2022 11:00:00 AM  ,  176400.000,                                   0.008,                                  10.541,                                   0.019,
5/3/2022 11:15:00 AM  ,  177300.000,                                   0.016,                                  10.799,                                   0.036,
5/3/2022 11:30:00 AM  ,  178200.000,                                   0.001,                                  11.161,                                   0.003,
5/3/2022 11:45:00 AM  ,  179100.000,                                  -0.000,                                  11.419,                                  -0.000,
5/3/2022 12:00:00 PM  ,  180000.000,                                   0.001,                                  11.882,                                   0.001,
5/3/2022 12:15:00 PM  ,  180900.000,                                   0.005,                                  12.294,                                   0.012,
5/3/2022 12:30:00 PM  ,  181800.000,                                   0.005,                                  12.704,                                   0.012,
5/3/2022 12:45:00 PM  ,  182700.000,                                  -0.002,                                  13.114,                                  -0.004,
5/3/2022 1:00:00 PM   ,  183600.000,                                   0.003,                                  13.574,                                   0.008,
5/3/2022 1:15:00 PM   ,  184500.000,                                   0.007,                                  14.085,                                   0.017,
5/3/2022 1:30:00 PM   ,  185400.000,                                   0.000,                                  14.391,                                   0.000,
5/3/2022 1:45:00 PM   ,  186300.000,                                  -0.002,                                  14.645,                                  -0.005,
5/3/2022 2:00:00 PM   ,  187200.000,                                   0.003,                                  14.950,                                   0.006,
5/3/2022 2:15:00 PM   ,  188100.000,                                  -0.003,                                  15.255,                                  -0.006,
5/3/2022 2:30:00 PM   ,  189000.000,                                  -0.000,                                  15.559,                                  -0.000,
5/3/2022 2:45:00 PM   ,  189900.000,                                   0.001,                                  15.812,                                   0.002,
5/3/2022 3:00:00 PM   ,  190800.000,                                   0.003,                                  16.015,                                   0.007,
5/3/2022 3:15:00 PM   ,  191700.000,                                  -0.004,                                  16.267,                                  -0.009,
5/3/2022 3:30:00 PM   ,  192600.000,                                   0.004,                                  16.570,                                   0.008,
5/3/2022 3:45:00 PM   ,  193500.000,                                  -0.005,                                  16.722,                                  -0.012,
5/3/2022 4:00:00 PM   ,  194400.000,                                  -0.001,                                  16.772,                                  -0.002,
5/3/2022 4:15:00 PM   ,  195300.000,                                   0.005,                                  16.823,                                   0.011,
5/3/2022 4:30:00 PM   ,  196200.000,                                  -0.002,                                  16.823,                                  -0.004,
5/3/2022 4:45:00 PM   ,  197100.000,                                   0.007,                                  16.772,                                   0.016,
5/3/2022 5:00:00 PM   ,  198000.000,                                   0.015,                                  16.974,                                   0.036,
5/3/2022 5:15:00 PM   ,  198900.000,                                   0.007,                                  17.326,                                   0.016,
5/3/2022 5:30:00 PM   ,  199800.000,                                   0.016,                                  17.527,                                   0.037,
5/3/2022 5:45:00 PM   ,  200700.000,                                   0.011,                                  17.477,                                   0.026,
5/3/2022 6:00:00 PM   ,  201600.000,                                   0.000,                                  17.527,                                   0.000,
5/3/2022 6:15:00 PM   ,  202500.000,                                   0.005,                                  17.477,                                   0.012,
5/3/2022 6:30:00 PM   ,  203400.000,                                  -0.000,                                  17.376,                                  -0.001,
5/3/2022 6:45:00 PM   ,  204300.000,                                   0.004,                                  17.225,                                   0.008,
5/3/2022 7:00:00 PM   ,  205200.000,                                  -0.002,                                  17.024,                                  -0.004,
5/3/2022 7:15:00 PM   ,  206100.000,                                  -0.001,                                  16.923,                                  -0.001,
5/3/2022 7:30:00 PM   ,  207000.000,                                   0.003,                                  16.722,                                   0.007,
5/3/2022 7:45:00 PM   ,  207900.000,                                   0.007,                                  16.419,                                   0.017,
5/3/2022 8:00:00 PM   ,  208800.000,                                   0.007,                                  16.217,                                   0.017,
5/3/2022 8:15:00 PM   ,  209700.000,                                   0.007,                                  16.015,                                   0.016,
5/3/2022 8:30:00 PM   ,  210600.000,                                   0.016,                                  15.762,                                   0.036,
5/3/2022 8:45:00 PM   ,  211500.000,                                   0.007,                                  15.508,                                   0.016,
5/3/2022 9:00:00 PM   ,  212400.000,                                   0.006,                                  15.255,                                   0.013,
5/3/2022 9:15:00 PM   ,  213300.000,                                   0.012,                                  14.950,                                   0.028,
5/3/2022 9:30:00 PM   ,  214200.000,                                   0.011,                                  14.747,                                   0.024,
5/3/2022 9:45:00 PM   ,  215100.000,                                   0.015,                                  14.442,                                   0.036,
5/3/2022 10:00:00 PM  ,  216000.000,                                   0.013,                                  14.238,                                   0.029,
5/3/2022 10:15:00 PM  ,  216900.000,                                   0.011,                                  14.085,                                   0.025,
5/3/2022 10:30:00 PM  ,  217800.000,                                   0.009,                                  13.830,                                   0.020,
5/3/2022 10:45:00 PM  ,  218700.000,                                   0.006,                                  13.574,                                   0.014,
5/3/2022 11:00:00 PM  ,  219600.000,                                   0.013,                                  13.268,                                   0.030,
5/3/2022 11:15:00 PM  ,  220500.000,                                   0.003,                                  13.063,                                   0.007,
5/3/2022 11:30:00 PM  ,  221400.000,                                   0.011,                                  12.807,                                   0.024,
5/3/2022 11:45:00 PM  ,  222300.000,                                   0.011,                                  12.704,                                   0.026,
5/4/2022 12:00:00 AM  ,  223200.000,                                   0.013,                                  12.396,                                   0.030,
5/4/2022 12:15:00 AM  ,  224100.000,                                   0.015,                                  12.242,                                   0.035,
5/4/2022 12:30:00 AM  ,  225000.000,                                   0.009,                                  12.037,                                   0.020,
5/4/2022 12:45:00 AM  ,  225900.000,                                   0.007,                                  11.779,                                   0.016,
5/4/2022 1:00:00 AM   ,  226800.000,                                   0.009,                                  11.522,                                   0.021,
5/4/2022 1:15:00 AM   ,  227700.000,                                   0.008,                                  11.161,                                   0.019,
5/4/2022 1:30:00 AM   ,  228600.000,                                   0.007,                                  10.903,                                   0.017,
5/4/2022 1:45:00 AM   ,  229500.000,                                   0.011,                                  10.747,                                   0.025,
5/4/2022 2:00:00 AM   ,  230400.000,                                   0.007,                                  10.592,                                   0.017,
5/4/2022 2:15:00 AM   ,  231300.000,                                   0.006,                                  10.333,                                   0.013,
5/4/2022 2:30:00 AM   ,  232200.000,                                   0.012,                                  10.230,                                   0.027,
5/4/2022 2:45:00 AM   ,  233100.000,                                   0.013,                                  10.022,                                   0.031,
5/4/2022 3:00:00 AM   ,  234000.000,                                   0.014,                                   9.867,                                   0.032,
5/4/2022 3:15:00 AM   ,  234900.000,                                   0.009,                                   9.711,                                   0.020,
5/4/2022 3:30:00 AM   ,  235800.000,                                   0.011,                                   9.607,                                   0.025,
5/4/2022 3:45:00 AM   ,  236700.000,                                   0.007,                                   9.503,                                   0.017,
5/4/2022 4:00:00 AM   ,  237600.000,                                   0.010,                                   9.295,                                   0.023,
5/4/2022 4:15:00 AM   ,  238500.000,                                   0.010,                                   9.139,                                   0.024,
5/4/2022 4:30:00 AM   ,  239400.000,                                   0.010,                                   8.879,                                   0.023,
5/4/2022 4:45:00 AM   ,  240300.000,                                   0.012,                                   8.827,                                   0.027,
5/4/2022 5:00:00 AM   ,  241200.000,                                   0.005,                                   8.722,                                   0.011,
5/4/2022 5:15:00 AM   ,  242100.000,                                   0.013,                                   8.566,                                   0.031,
5/4/2022 5:30:00 AM   ,  243000.000,                                   0.005,                                   8.461,                                   0.011,
5/4/2022 5:45:00 AM   ,  243900.000,                                   0.010,                                   8.305,                                   0.022,
5/4/2022 6:00:00 AM   ,  244800.000,                                   0.006,                                   8.200,                                   0.013,
5/4/2022 6:15:00 AM   ,  245700.000,                                   0.009,                                   7.939,                                   0.021,
5/4/2022 6:30:00 AM   ,  246600.000,                                   0.005,                                   7.887,                                   0.012,
5/4/2022 6:45:00 AM   ,  247500.000,                                   0.006,                                   7.782,                                   0.013,
5/4/2022 7:00:00 AM   ,  248400.000,                                   0.007,                                   7.782,                                   0.017,
5/4/2022 7:15:00 AM   ,  249300.000,                                   0.006,                                   7.887,                                   0.014,
5/4/2022 7:30:00 AM   ,  250200.000,                                   0.015,                                   8.148,                                   0.034,
