"Location Properties"
"Location Name = CLH_2023_Adobe_AC4_VuLink_993605"
"Location ID = 6314260443168768"
"Latitude = 38.95669174194336 °"
"Longitude = -122.89144897460938 °"
"Time shown in UTC"
""
""
"Date Time","Temperature (C)","Baro (psi)"
"2024-01-11 00:05:00.000","12.953147888183594","13.956517706118245"
"2024-01-11 00:15:00.000","13.993480682373047","13.95470488319281"
"2024-01-11 00:30:00.000","13.435775756835938","13.948795505336268"
"2024-01-11 00:45:00.000","15.183967590332031","13.952279524396086"
"2024-01-11 01:00:00.000","16.52460479736328","13.702106420016367"
"2024-01-11 01:15:00.000","16.899982452392578","13.93979394254181"
"2024-01-11 01:30:00.000","17.071582794189453","13.818862366334365"
"2024-01-11 01:45:00.000","17.093032836914062","14.300635401670915"
"2024-01-11 02:00:00.000","17.071582794189453","14.616903368986947"
"2024-01-11 02:15:00.000","16.932159423828125","14.5990041030448"
"2024-01-11 02:30:00.000","16.771282196044922","14.650506685609972"
"2024-01-11 02:45:00.000","16.556777954101562","14.655482506868847"
"2024-01-11 03:00:00.000","16.449527740478516","14.67488301679612"
"2024-01-11 03:15:00.000","15.923999786376953","14.671298678759307"
"2024-01-11 03:30:00.000","14.894390106201172","14.568583848550613"
"2024-01-11 03:45:00.000","14.862213134765625","14.569348633222281"
"2024-01-11 04:00:00.000","15.22686767578125","14.573668250349293"
"2024-01-11 04:15:00.000","16.86780548095703","14.577782508629282"
"2024-01-11 04:30:00.000","16.535327911376953","14.585327675922446"
"2024-01-11 04:45:00.000","16.79273223876953","14.59871258789989"
"2024-01-11 05:00:00.000","17.103759765625","14.59658464536437"
"2024-01-11 05:15:00.000","17.361160278320312","14.598772779286085"
"2024-01-11 05:30:00.000","17.586387634277344","14.601449525636923"
"2024-01-11 05:45:00.000","17.83306884765625","14.606304964123405"
"2024-01-11 06:00:00.000","18.036842346191406","14.607685825336137"
"2024-01-11 06:15:00.000","18.17626953125","14.612601455208816"
"2024-01-11 06:30:00.000","18.347869873046875","14.613610546095044"
"2024-01-11 06:45:00.000","18.465843200683594","14.620323655990793"
"2024-01-11 07:00:00.000","18.583824157714844","14.621994852125178"
"2024-01-11 07:15:00.000","18.701797485351562","14.623959923850991"
"2024-01-11 07:30:00.000","18.819778442382812","14.627975043377246"
"2024-01-11 07:45:00.000","18.894851684570312","14.632437467518566"
"2024-01-11 08:00:00.000","19.09862518310547","14.63480617559887"
"2024-01-11 08:15:00.000","20.149688720703125","14.638343304705332"
"2024-01-11 08:30:00.000","19.913734436035156","14.641313926647598"
"2024-01-11 08:45:00.000","19.495452880859375","14.641165218516996"
"2024-01-11 09:00:00.000","19.44183349609375","14.641512204155067"
"2024-01-11 09:15:00.000","19.420379638671875","14.645599317300105"
"2024-01-11 09:30:00.000","19.420379638671875","14.653112618565284"
"2024-01-11 09:45:00.000","19.44183349609375","14.655691406385646"
"2024-01-11 10:00:00.000","19.47400665283203","14.662482411016471"
"2024-01-11 10:15:00.000","19.51690673828125","14.669209683591326"
"2024-01-11 10:30:00.000","19.54907989501953","14.672071724993785"
"2024-01-11 10:45:00.000","19.581260681152344","14.674953830191644"
"2024-01-11 11:00:00.000","19.613433837890625","14.675261868462178"
"2024-01-11 11:15:00.000","19.645606994628906","14.677099476076044"
"2024-01-11 11:30:00.000","19.656333923339844","14.677159667462242"
"2024-01-11 11:45:00.000","19.66706085205078","14.67795985883167"
"2024-01-11 12:00:00.000","19.806480407714844","14.680636605182508"
"2024-01-11 12:15:00.000","20.803916931152344","14.68343019363596"
"2024-01-11 12:30:00.000","20.482162475585938","14.68603966726105"
"2024-01-11 12:45:00.000","20.02098846435547","14.69046314403483"
"2024-01-11 13:00:00.000","19.913734436035156","14.692870799482673"
"2024-01-11 13:15:00.000","19.849388122558594","14.697257689335432"
"2024-01-11 13:30:00.000","19.795761108398438","14.701284611094275"
"2024-01-11 13:45:00.000","19.82793426513672","14.702332649348042"
"2024-01-11 14:00:00.000","19.838661193847656","14.701895966742306"
"2024-01-11 14:15:00.000","19.82793426513672","14.705756477021664"
"2024-01-11 14:30:00.000","19.849388122558594","14.710267290316594"
"2024-01-11 14:45:00.000","19.838661193847656","14.714103015907519"
"2024-01-11 15:00:00.000","19.870834350585938","14.715473255110924"
"2024-01-11 15:15:00.000","19.913734436035156","14.71500588670046"
"2024-01-11 15:30:00.000","19.892288208007812","14.716413893048145"
"2024-01-11 15:45:00.000","19.90300750732422","14.718528853127818"
"2024-01-11 16:00:00.000","20.063888549804688","14.722023494196966"
"2024-01-11 16:15:00.000","21.104217529296875","14.727030001260568"
"2024-01-11 16:30:00.000","20.803916931152344","14.732381133515723"
"2024-01-11 16:45:00.000","20.3212890625","14.735967831999053"
"2024-01-11 17:00:00.000","20.2462158203125","14.738216157306965"
"2024-01-11 17:15:00.000","20.192588806152344","14.74041491323801"
"2024-01-11 17:36:00.000","24.890182495117188","14.758180813951919"
"2024-01-11 17:45:00.000","25.051055908203125","14.76023086175236"
"2024-01-11 18:00:00.000","22.85240936279297","14.75410432281621"
"2024-01-11 18:15:00.000","21.73699951171875","14.756690191976121"
"2024-01-11 18:30:00.000","21.307998657226562","14.756288916068147"
"2024-01-11 18:45:00.000","21.12567138671875","14.756367991026485"
"2024-01-11 19:00:00.000","21.039871215820312","14.754989490260268"
"2024-01-11 19:15:00.000","21.039871215820312","14.755747193592384"
"2024-01-11 19:30:00.000","20.88971710205078","14.753258102739688"
"2024-01-11 19:45:00.000","20.761016845703125","14.7527199209337"
"2024-01-11 20:00:00.000","21.211471557617188","14.752627863519518"
