Date and Time,Seconds     ,Pressure (PSI)                          ,Temperature (F)                         ,Depth (ft)                              ,Barometric Pressure (PSI)               ,
5/4/2023 12:00:00 PM  ,   86400.001,                                   0.389,                                  58.961,                                   0.898,                                  13.987,
5/4/2023 12:15:00 PM  ,   87300.001,                                   0.383,                                  58.961,                                   0.884,                                  13.993,
5/4/2023 12:30:00 PM  ,   88200.001,                                   0.392,                                  58.961,                                   0.906,                                  13.987,
5/4/2023 12:45:00 PM  ,   89100.001,                                   0.383,                                  59.144,                                   0.885,                                  13.993,
5/4/2023 1:00:00 PM   ,   90000.001,                                   0.385,                                  59.144,                                   0.889,                                  13.992,
5/4/2023 1:15:00 PM   ,   90900.001,                                   0.390,                                  59.052,                                   0.901,                                  13.989,
5/4/2023 1:30:00 PM   ,   91800.001,                                   0.389,                                  59.144,                                   0.899,                                  13.992,
5/4/2023 1:45:00 PM   ,   92700.001,                                   0.392,                                  58.961,                                   0.906,                                  13.988,
5/4/2023 2:00:00 PM   ,   93600.001,                                   0.382,                                  59.144,                                   0.882,                                  13.991,
5/4/2023 2:15:00 PM   ,   94500.001,                                   0.385,                                  59.052,                                   0.890,                                  13.990,
5/4/2023 2:30:00 PM   ,   95400.001,                                   0.386,                                  59.144,                                   0.891,                                  13.988,
5/4/2023 2:45:00 PM   ,   96300.001,                                   0.382,                                  59.144,                                   0.883,                                  13.993,
5/4/2023 3:00:00 PM   ,   97200.001,                                   0.378,                                  59.235,                                   0.872,                                  13.997,
5/4/2023 3:15:00 PM   ,   98100.001,                                   0.384,                                  59.052,                                   0.886,                                  13.994,
5/4/2023 3:30:00 PM   ,   99000.001,                                   0.376,                                  59.052,                                   0.868,                                  13.999,
5/4/2023 3:45:00 PM   ,   99900.001,                                   0.381,                                  59.052,                                   0.879,                                  13.998,
5/4/2023 4:00:00 PM   ,  100800.001,                                   0.387,                                  59.327,                                   0.895,                                  13.996,
5/4/2023 4:15:00 PM   ,  101700.001,                                   0.387,                                  59.052,                                   0.894,                                  13.995,
5/4/2023 4:30:00 PM   ,  102600.001,                                   0.390,                                  59.144,                                   0.902,                                  13.995,
5/4/2023 4:45:00 PM   ,  103500.001,                                   0.392,                                  59.052,                                   0.906,                                  13.993,
5/4/2023 5:00:00 PM   ,  104400.001,                                   0.381,                                  59.327,                                   0.881,                                  13.998,
5/4/2023 5:15:00 PM   ,  105300.001,                                   0.379,                                  59.144,                                   0.876,                                  14.002,
5/4/2023 5:30:00 PM   ,  106200.001,                                   0.390,                                  59.327,                                   0.900,                                  13.998,
5/4/2023 5:45:00 PM   ,  107100.001,                                   0.391,                                  59.052,                                   0.902,                                  13.994,
5/4/2023 6:00:00 PM   ,  108000.001,                                   0.385,                                  59.052,                                   0.889,                                  13.997,
5/4/2023 6:15:00 PM   ,  108900.001,                                   0.385,                                  59.235,                                   0.889,                                  14.002,
5/4/2023 6:30:00 PM   ,  109800.001,                                   0.391,                                  59.144,                                   0.904,                                  13.999,
5/4/2023 6:45:00 PM   ,  110700.001,                                   0.393,                                  59.235,                                   0.907,                                  13.998,
5/4/2023 7:00:00 PM   ,  111600.001,                                   0.384,                                  59.235,                                   0.886,                                  14.002,
5/4/2023 7:15:00 PM   ,  112500.001,                                   0.391,                                  59.235,                                   0.903,                                  13.997,
5/4/2023 7:30:00 PM   ,  113400.001,                                   0.397,                                  58.961,                                   0.916,                                  13.999,
5/4/2023 7:45:00 PM   ,  114300.001,                                   0.397,                                  59.052,                                   0.917,                                  14.001,
5/4/2023 8:00:00 PM   ,  115200.001,                                   0.396,                                  59.144,                                   0.915,                                  13.999,
5/4/2023 8:15:00 PM   ,  116100.001,                                   0.395,                                  59.144,                                   0.912,                                  14.001,
5/4/2023 8:30:00 PM   ,  117000.001,                                   0.389,                                  59.144,                                   0.899,                                  14.005,
5/4/2023 8:45:00 PM   ,  117900.001,                                   0.398,                                  59.144,                                   0.919,                                  14.006,
5/4/2023 9:00:00 PM   ,  118800.001,                                   0.395,                                  58.869,                                   0.912,                                  14.012,
5/4/2023 9:15:00 PM   ,  119700.001,                                   0.394,                                  59.052,                                   0.911,                                  14.014,
5/4/2023 9:30:00 PM   ,  120600.001,                                   0.387,                                  58.961,                                   0.894,                                  14.019,
5/4/2023 9:45:00 PM   ,  121500.001,                                   0.397,                                  58.869,                                   0.916,                                  14.016,
5/4/2023 10:00:00 PM  ,  122400.001,                                   0.391,                                  58.961,                                   0.902,                                  14.023,
5/4/2023 10:15:00 PM  ,  123300.001,                                   0.388,                                  58.869,                                   0.897,                                  14.018,
5/4/2023 10:30:00 PM  ,  124200.001,                                   0.386,                                  58.778,                                   0.892,                                  14.023,
5/4/2023 10:45:00 PM  ,  125100.001,                                   0.390,                                  58.778,                                   0.900,                                  14.021,
5/4/2023 11:00:00 PM  ,  126000.001,                                   0.394,                                  58.778,                                   0.909,                                  14.018,
5/4/2023 11:15:00 PM  ,  126900.001,                                   0.388,                                  58.686,                                   0.897,                                  14.020,
5/4/2023 11:30:00 PM  ,  127800.001,                                   0.389,                                  58.686,                                   0.899,                                  14.016,
5/4/2023 11:45:00 PM  ,  128700.001,                                   0.390,                                  58.594,                                   0.902,                                  14.021,
5/5/2023 12:00:00 AM  ,  129600.001,                                   0.386,                                  58.594,                                   0.891,                                  14.023,
5/5/2023 12:15:00 AM  ,  130500.001,                                   0.385,                                  58.503,                                   0.889,                                  14.022,
5/5/2023 12:30:00 AM  ,  131400.001,                                   0.388,                                  58.503,                                   0.897,                                  14.020,
5/5/2023 12:45:00 AM  ,  132300.001,                                   0.386,                                  58.411,                                   0.891,                                  14.023,
5/5/2023 1:00:00 AM   ,  133200.001,                                   0.388,                                  58.320,                                   0.896,                                  14.023,
5/5/2023 1:15:00 AM   ,  134100.001,                                   0.382,                                  58.320,                                   0.882,                                  14.028,
5/5/2023 1:30:00 AM   ,  135000.001,                                   0.381,                                  58.411,                                   0.879,                                  14.029,
5/5/2023 1:45:00 AM   ,  135900.001,                                   0.386,                                  58.228,                                   0.892,                                  14.025,
5/5/2023 2:00:00 AM   ,  136800.001,                                   0.380,                                  58.228,                                   0.877,                                  14.031,
5/5/2023 2:15:00 AM   ,  137700.001,                                   0.381,                                  58.136,                                   0.879,                                  14.028,
5/5/2023 2:30:00 AM   ,  138600.001,                                   0.377,                                  58.136,                                   0.870,                                  14.031,
5/5/2023 2:45:00 AM   ,  139500.001,                                   0.382,                                  58.136,                                   0.883,                                  14.026,
5/5/2023 3:00:00 AM   ,  140400.001,                                   0.383,                                  58.136,                                   0.883,                                  14.028,
5/5/2023 3:15:00 AM   ,  141300.001,                                   0.380,                                  58.228,                                   0.877,                                  14.029,
5/5/2023 3:30:00 AM   ,  142200.001,                                   0.387,                                  58.044,                                   0.893,                                  14.029,
5/5/2023 3:45:00 AM   ,  143100.001,                                   0.382,                                  58.044,                                   0.883,                                  14.032,
5/5/2023 4:00:00 AM   ,  144000.001,                                   0.381,                                  57.953,                                   0.881,                                  14.030,
5/5/2023 4:15:00 AM   ,  144900.001,                                   0.372,                                  58.044,                                   0.858,                                  14.036,
5/5/2023 4:30:00 AM   ,  145800.001,                                   0.380,                                  58.136,                                   0.877,                                  14.026,
5/5/2023 4:45:00 AM   ,  146700.001,                                   0.381,                                  58.136,                                   0.879,                                  14.028,
5/5/2023 5:00:00 AM   ,  147600.001,                                   0.384,                                  58.044,                                   0.887,                                  14.027,
5/5/2023 5:15:00 AM   ,  148500.001,                                   0.381,                                  57.953,                                   0.881,                                  14.028,
5/5/2023 5:30:00 AM   ,  149400.001,                                   0.379,                                  57.861,                                   0.875,                                  14.033,
5/5/2023 5:45:00 AM   ,  150300.001,                                   0.379,                                  57.953,                                   0.875,                                  14.033,
5/5/2023 6:00:00 AM   ,  151200.001,                                   0.379,                                  57.861,                                   0.875,                                  14.036,
5/5/2023 6:15:00 AM   ,  152100.001,                                   0.380,                                  57.769,                                   0.877,                                  14.034,
5/5/2023 6:30:00 AM   ,  153000.001,                                   0.380,                                  57.953,                                   0.878,                                  14.038,
5/5/2023 6:45:00 AM   ,  153900.001,                                   0.372,                                  57.769,                                   0.858,                                  14.042,
5/5/2023 7:00:00 AM   ,  154800.001,                                   0.377,                                  57.769,                                   0.870,                                  14.039,
5/5/2023 7:15:00 AM   ,  155700.001,                                   0.382,                                  57.861,                                   0.882,                                  14.043,
5/5/2023 7:30:00 AM   ,  156600.001,                                   0.375,                                  57.769,                                   0.866,                                  14.049,
5/5/2023 7:45:00 AM   ,  157500.001,                                   0.378,                                  57.861,                                   0.872,                                  14.049,
5/5/2023 8:00:00 AM   ,  158400.001,                                   0.382,                                  57.769,                                   0.883,                                  14.047,
5/5/2023 8:15:00 AM   ,  159300.001,                                   0.375,                                  57.769,                                   0.867,                                  14.050,
5/5/2023 8:30:00 AM   ,  160200.001,                                   0.378,                                  57.769,                                   0.873,                                  14.052,
5/5/2023 8:45:00 AM   ,  161100.001,                                   0.370,                                  57.769,                                   0.855,                                  14.059,
5/5/2023 9:00:00 AM   ,  162000.001,                                   0.374,                                  57.769,                                   0.864,                                  14.054,
5/5/2023 9:15:00 AM   ,  162900.001,                                   0.376,                                  57.861,                                   0.867,                                  14.055,
5/5/2023 9:30:00 AM   ,  163800.001,                                   0.375,                                  57.861,                                   0.865,                                  14.058,
5/5/2023 9:45:00 AM   ,  164700.001,                                   0.367,                                  58.044,                                   0.847,                                  14.057,
5/5/2023 10:00:00 AM  ,  165600.001,                                   0.376,                                  58.136,                                   0.867,                                  14.053,
5/5/2023 10:15:00 AM  ,  166500.001,                                   0.368,                                  58.228,                                   0.850,                                  14.060,
5/5/2023 10:30:00 AM  ,  167400.001,                                   0.368,                                  58.320,                                   0.851,                                  14.060,
5/5/2023 10:45:00 AM  ,  168300.001,                                   0.377,                                  58.503,                                   0.870,                                  14.055,
5/5/2023 11:00:00 AM  ,  169200.001,                                   0.368,                                  58.594,                                   0.849,                                  14.061,
5/5/2023 11:15:00 AM  ,  170100.001,                                   0.368,                                  58.686,                                   0.850,                                  14.061,
5/5/2023 11:30:00 AM  ,  171000.001,                                   0.379,                                  58.686,                                   0.876,                                  14.058,
5/5/2023 11:45:00 AM  ,  171900.001,                                   0.373,                                  58.778,                                   0.861,                                  14.066,
5/5/2023 12:00:00 PM  ,  172800.001,                                   0.374,                                  58.869,                                   0.863,                                  14.064,
5/5/2023 12:15:00 PM  ,  173700.001,                                   0.366,                                  58.869,                                   0.844,                                  14.068,
5/5/2023 12:30:00 PM  ,  174600.001,                                   0.372,                                  58.961,                                   0.858,                                  14.061,
5/5/2023 12:45:00 PM  ,  175500.001,                                   0.376,                                  58.961,                                   0.869,                                  14.065,
5/5/2023 1:00:00 PM   ,  176400.001,                                   0.378,                                  58.961,                                   0.872,                                  14.065,
5/5/2023 1:15:00 PM   ,  177300.001,                                   0.379,                                  58.778,                                   0.875,                                  14.063,
5/5/2023 1:30:00 PM   ,  178200.001,                                   0.373,                                  58.869,                                   0.861,                                  14.068,
5/5/2023 1:45:00 PM   ,  179100.001,                                   0.376,                                  58.869,                                   0.867,                                  14.069,
5/5/2023 2:00:00 PM   ,  180000.001,                                   0.369,                                  58.778,                                   0.851,                                  14.075,
5/5/2023 2:15:00 PM   ,  180900.001,                                   0.376,                                  58.778,                                   0.868,                                  14.068,
5/5/2023 2:30:00 PM   ,  181800.001,                                   0.372,                                  58.778,                                   0.859,                                  14.072,
5/5/2023 2:45:00 PM   ,  182700.001,                                   0.368,                                  58.686,                                   0.851,                                  14.075,
5/5/2023 3:00:00 PM   ,  183600.001,                                   0.370,                                  58.686,                                   0.854,                                  14.069,
5/5/2023 3:15:00 PM   ,  184500.001,                                   0.367,                                  58.778,                                   0.848,                                  14.074,
5/5/2023 3:30:00 PM   ,  185400.001,                                   0.372,                                  58.778,                                   0.859,                                  14.069,
5/5/2023 3:45:00 PM   ,  186300.001,                                   0.377,                                  58.778,                                   0.870,                                  14.066,
5/5/2023 4:00:00 PM   ,  187200.001,                                   0.377,                                  58.778,                                   0.870,                                  14.066,
5/5/2023 4:15:00 PM   ,  188100.001,                                   0.371,                                  58.778,                                   0.856,                                  14.069,
5/5/2023 4:30:00 PM   ,  189000.001,                                   0.373,                                  58.686,                                   0.862,                                  14.065,
5/5/2023 4:45:00 PM   ,  189900.001,                                   0.372,                                  58.778,                                   0.859,                                  14.068,
5/5/2023 5:00:00 PM   ,  190800.001,                                   0.375,                                  58.686,                                   0.865,                                  14.063,
5/5/2023 5:15:00 PM   ,  191700.001,                                   0.380,                                  58.594,                                   0.878,                                  14.061,
5/5/2023 5:30:00 PM   ,  192600.001,                                   0.376,                                  58.686,                                   0.869,                                  14.068,
5/5/2023 5:45:00 PM   ,  193500.001,                                   0.377,                                  58.594,                                   0.870,                                  14.067,
5/5/2023 6:00:00 PM   ,  194400.001,                                   0.373,                                  58.594,                                   0.862,                                  14.070,
5/5/2023 6:15:00 PM   ,  195300.001,                                   0.369,                                  58.503,                                   0.851,                                  14.072,
5/5/2023 6:30:00 PM   ,  196200.001,                                   0.372,                                  58.594,                                   0.858,                                  14.068,
5/5/2023 6:45:00 PM   ,  197100.001,                                   0.377,                                  58.503,                                   0.870,                                  14.064,
